no-people
19.205
20.874
19.452
15.002
17.733
17.983
20.237
18.112
20.573
17.096
17.341
20.183
16.706
20.967
18.286
18.600
15.870
16.806
18.449
17.960
18.027
20.470
17.356
20.752
21.311
18.815
21.868
17.286
18.650
21.217
20.172
22.395
20.379
18.413
20.086
19.332
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
20.153
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
17.260
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
18.159
20.898
18.691
19.785
18.483
19.251
18.142
19.158
18.655
20.365
18.034
20.606
16.527
18.515
17.499
19.389
16.537
19.918
18.599
20.714
18.323
18.143
18.765
20.883
18.231
21.031
17.657
19.230
20.837
21.045
18.329
18.706
20.395
19.288
17.407
19.047
20.715
19.322
18.078
19.710
16.566
17.675
20.423
17.435
17.198
19.261
17.788
19.359
18.495
19.042
15.600
20.893
18.801
18.222
18.938
19.300
19.636
16.371
18.703
21.428
20.602
21.849
20.574
21.938
19.044
16.351
18.628
20.167
17.958
17.742
21.868
17.787
19.613
21.317
20.973
18.688
19.009
19.892
19.651
19.103
18.180
19.635
17.323
19.167
19.755
19.290
17.875
20.230
19.853
18.567
18.004
20.501
19.924
20.438
19.636
17.426
19.392
21.589
19.245
19.463
19.902
21.254
21.332
21.605
19.542
22.083
18.194
18.394
17.284
19.329
18.418
18.267
19.146
18.807
19.374
19.171
19.606
17.473
17.142
22.189
19.061
18.562
16.931
19.564
19.351
20.598
19.985
19.945
21.467
21.909
19.063
19.960
20.751
19.829
16.508
22.257
18.616
20.279
15.435
19.773
20.202
18.994
22.522
22.299
18.359
